Journal Title,MEDLINE Abbreviation,ISSN (Print),ISSN (Online),Country,Categories,Start Year,NLM ID
Neurobiology of aging.,Neurobiol Aging,0197-4580,1558-1497,United States,Geriatrics; Neurology; Physiology,1980,8100437
Neurobiology of disease.,Neurobiol Dis,0969-9961,1095-953X,United States,Neurology,1994,9500169
Neurobiology of learning and memory.,Neurobiol Learn Mem,1074-7427,1095-9564,United States,Behavioral Sciences; Biology; Neurology,1995,9508166
Neurocase.,Neurocase,1355-4794,1465-3656,England,Behavioral Sciences; Neurology; Psychiatry; Psychology,1995,9511374
Neurochemical research.,Neurochem Res,0364-3190,1573-6903,United States,Chemistry; Neurology,1976,7613461
Neurochemistry international.,Neurochem Int,0197-0186,1872-9754,England,Chemistry; Neurology,1980,8006959
Neurocirugía.,Neurocirugia (Engl Ed),,2529-8496,Spain,Neurosurgery,2017,101778588
Neurocritical care.,Neurocrit Care,1541-6933,1556-0961,United States,Critical Care; Neurology,2004,101156086
Neurodegenerative disease management.,Neurodegener Dis Manag,1758-2024,1758-2032,England,Neurology,2011,101517977
Neuroendocrinology.,Neuroendocrinology,0028-3835,1423-0194,Switzerland,Endocrinology; Neurology,1965,0035665
Neuroepidemiology.,Neuroepidemiology,0251-5350,1423-0208,Switzerland,Epidemiology; Neurology,1982,8218700
Neurogastroenterology and motility.,Neurogastroenterol Motil,1350-1925,1365-2982,England,Gastroenterology; Neurology,1994,9432572
Neurogenetics.,Neurogenetics,1364-6745,1364-6753,United States,Genetics; Neurology,1997,9709714
Neuroimaging clinics of North America.,Neuroimaging Clin N Am,1052-5149,1557-9867,United States,Diagnostic Imaging; Neurology,1991,9211377
Neuroimmunomodulation.,Neuroimmunomodulation,1021-7401,1423-0216,Switzerland,Allergy and Immunology; Neurology,1994,9422763
Neuroinformatics.,Neuroinformatics,1539-2791,1559-0089,United States,Medical Informatics; Neurology,2002,101142069
Neurologia i neurochirurgia polska.,Neurol Neurochir Pol,0028-3843,1897-4260,Poland,Neurology; Neurosurgery,1967,0101265
Neurologia medico-chirurgica.,Neurol Med Chir (Tokyo),0470-8105,1349-8029,Japan,Neurology; Neurosurgery,1959,0400775
Neurologic clinics.,Neurol Clin,0733-8619,1557-9875,United States,Neurology,1983,8219232
Neurological research.,Neurol Res,0161-6412,1743-1328,England,Neurology,1979,7905298
Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology.,Neurol Sci,1590-1874,1590-3478,Italy,Neurology,2000,100959175
Neurología.,Neurologia (Engl Ed),,2173-5808,Spain,Neurology,2000,101778590
Neurology India.,Neurol India,0028-3886,1998-4022,India,Neurology,1964,0042005
Neurology.,Neurology,0028-3878,1526-632X,United States,Neurology,1951,0401060
Neurology. Clinical practice.,Neurol Clin Pract,2163-0402,2163-0933,United States,Neurology,2011,101577149
Neurology® neuroimmunology & neuroinflammation.,Neurol Neuroimmunol Neuroinflamm,,2332-7812,United States,Neurology,2014,101636388
Neuromodulation : journal of the International Neuromodulation Society.,Neuromodulation,1094-7159,1525-1403,United States,Neurology,1998,9804159
Neuromolecular medicine.,Neuromolecular Med,1535-1084,1559-1174,United States,Molecular Biology; Neurology,2002,101135365
Neuromuscular disorders : NMD.,Neuromuscul Disord,0960-8966,1873-2364,England,Neurology,1991,9111470
Neuron.,Neuron,0896-6273,1097-4199,United States,Neurology,1988,8809320
Neuropathology : official journal of the Japanese Society of Neuropathology.,Neuropathology,0919-6544,1440-1789,Australia,Neurology; Pathology,1993,9606526
Neuropathology and applied neurobiology.,Neuropathol Appl Neurobiol,0305-1846,1365-2990,England,Biology; Neurology; Pathology,1975,7609829
Neuropediatrics.,Neuropediatrics,0174-304X,1439-1899,Germany,Neurology; Pediatrics,1980,8101187
Neuropeptides.,Neuropeptides,0143-4179,1532-2785,Netherlands,Biochemistry; Neurology,1980,8103156
Neuropharmacology.,Neuropharmacology,0028-3908,1873-7064,England,Neurology; Pharmacology,1970,0236217
Neurophysiologie clinique = Clinical neurophysiology.,Neurophysiol Clin,0987-7053,1769-7131,France,Neurology; Physiology,1988,8804532
"Neuropsychiatrie : Klinik, Diagnostik, Therapie und Rehabilitation : Organ der Gesellschaft Österreichischer Nervenärzte und Psychiater.",Neuropsychiatr,0948-6259,2194-1327,Germany,Neurology; Psychiatry,1986,9440588
Neuropsychobiology.,Neuropsychobiology,0302-282X,1423-0224,Switzerland,Neurology; Psychiatry,1975,7512895
Neuropsychologia.,Neuropsychologia,0028-3932,1873-3514,England,Neurology; Psychology,1963,0020713
Neuropsychological rehabilitation.,Neuropsychol Rehabil,0960-2011,1464-0694,England,Neurology; Physical and Rehabilitation Medicine; Psychology,1991,9112672
Neuropsychology review.,Neuropsychol Rev,1040-7308,1573-6660,United States,Neurology; Psychology,1990,9009029
"Neuropsychology, development, and cognition. Section B, Aging, neuropsychology and cognition.",Neuropsychol Dev Cogn B Aging Neuropsychol Cogn,1382-5585,1744-4128,United States,Geriatrics; Neurology; Psychology,1996,9614434
Neuropsychology.,Neuropsychology,0894-4105,1931-1559,United States,Neurology; Psychology,1987,8904467
Neuropsychopharmacologia Hungarica : a Magyar Pszichofarmakológiai Egyesület lapja = official journal of the Hungarian Association of Psychopharmacology.,Neuropsychopharmacol Hung,1419-8711,2064-2512,Hungary,Neurology; Psychopharmacology,1999,100961631
Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology.,Neuropsychopharmacology,0893-133X,1740-634X,England,Neurology; Psychopharmacology,1987,8904907
Neuropsychopharmacology reports.,Neuropsychopharmacol Rep,,2574-173X,United States,Neurology; Psychopharmacology,2018,101719700
Neuroradiology.,Neuroradiology,0028-3940,1432-1920,Germany,Neurology; Radiology,1970,1302751
Neurorehabilitation and neural repair.,Neurorehabil Neural Repair,1545-9683,1552-6844,United States,Neurology; Physical and Rehabilitation Medicine,1999,100892086
Neuroreport.,Neuroreport,0959-4965,1473-558X,England,Neurology,1990,9100935
Neuroscience and biobehavioral reviews.,Neurosci Biobehav Rev,0149-7634,1873-7528,United States,Behavioral Sciences; Neurology,1978,7806090
Neuroscience bulletin.,Neurosci Bull,1673-7067,1995-8218,Singapore,Neurology,2005,101256850
Neuroscience letters.,Neurosci Lett,0304-3940,1872-7972,Ireland,Neurology,1975,7600130
Neuroscience research.,Neurosci Res,0168-0102,1872-8111,Ireland,Neurology,1984,8500749
Neuroscience.,Neuroscience,0306-4522,1873-7544,United States,Neurology,1976,7605074
Neurosciences : the official journal of the Pan Arab Union of Neurological Sciences.,Neurosciences (Riyadh),1319-6138,,Saudi Arabia,Neurology,1996,101252453
Neurosurgery clinics of North America.,Neurosurg Clin N Am,1042-3680,1558-1349,United States,Neurosurgery,1990,9008004
Neurosurgery.,Neurosurgery,0148-396X,1524-4040,United States,Neurosurgery,1977,7802914
Neurosurgical focus.,Neurosurg Focus,,1092-0684,United States,Neurosurgery,1996,100896471
Neurosurgical review.,Neurosurg Rev,0344-5607,1437-2320,Germany,Neurosurgery,1978,7908181
Neurotherapeutics : the journal of the American Society for Experimental NeuroTherapeutics.,Neurotherapeutics,1933-7213,1878-7479,United States,Neurology,2007,101290381
Neurotoxicity research.,Neurotox Res,1029-8428,1476-3524,United States,Neurology,1999,100929017
Neurotoxicology and teratology.,Neurotoxicol Teratol,0892-0362,1872-9738,United States,Neurology; Toxicology,1987,8709538
Neurotoxicology.,Neurotoxicology,0161-813X,1872-9711,Netherlands,Environmental Health; Neurology; Toxicology,1979,7905589
Neurourology and urodynamics.,Neurourol Urodyn,0733-2467,1520-6777,United States,Neurology; Urology,1982,8303326
No shinkei geka. Neurological surgery.,No Shinkei Geka,0301-2603,1882-1251,Japan,Brain; Neurosurgery,1973,0377015
Nutritional neuroscience.,Nutr Neurosci,1028-415X,1476-8305,England,Neurology; Nutritional Sciences,1998,100892202
Operative neurosurgery.,Oper Neurosurg,2332-4252,2332-4260,United States,Neurosurgery,2014,101635417
"Otology & neurotology : official publication of the American Otological Society, American Neurotology Society [and] European Academy of Otology and Neurotology.",Otol Neurotol,1531-7129,1537-4505,United States,Neurology; Otolaryngology,2001,100961504
Pain management nursing : official journal of the American Society of Pain Management Nurses.,Pain Manag Nurs,1524-9042,1532-8635,United States,Neurology; Nursing; Psychophysiology,2000,100890606
Pain management.,Pain Manag,1758-1869,1758-1877,England,Psychophysiology,2011,101555934
Pain medicine : the official journal of the American Academy of Pain Medicine.,Pain Med,1526-2375,1526-4637,England,Neurology; Palliative Care; Psychophysiology,2000,100894201
Pain medicine case reports.,Pain Med Case Rep,,2768-5152,United States,Medicine; Psychophysiology,2020,9918249509106676
Pain physician.,Pain Physician,1533-3159,2150-1149,United States,Neurology; Psychophysiology,1999,100954394
Pain practice : the official journal of World Institute of Pain.,Pain Pract,1530-7085,1533-2500,United States,Neurology; Psychophysiology,2001,101130835
Pain research & management.,Pain Res Manag,1203-6765,1918-1523,United States,Neurology; Psychophysiology,1996,9612504
Pain.,Pain,0304-3959,1872-6623,United States,Neurology; Psychophysiology,1975,7508686
Parkinsonism & related disorders.,Parkinsonism Relat Disord,1353-8020,1873-5126,England,Neurology,1995,9513583
Pediatric neurology.,Pediatr Neurol,0887-8994,1873-5150,United States,Neurology; Pediatrics,1985,8508183
Pediatric neurosurgery.,Pediatr Neurosurg,1016-2291,1423-0305,Switzerland,Neurosurgery; Pediatrics,1990,9114967
Perception.,Perception,0301-0066,1468-4233,United States,Psychology; Psychophysiology,1972,0372307
Perceptual and motor skills.,Percept Mot Skills,0031-5125,1558-688X,United States,Psychology; Psychophysiology,1955,0401131
Physiology & behavior.,Physiol Behav,0031-9384,1873-507X,United States,Behavioral Sciences; Physiology; Psychophysiology,1966,0151504
Practical neurology.,Pract Neurol,1474-7758,1474-7766,England,Neurology,2001,101130961
Progress in brain research.,Prog Brain Res,0079-6123,1875-7855,Netherlands,Brain,1963,0376441
Progress in neurobiology.,Prog Neurobiol,0301-0082,1873-5118,England,Biology; Neurology,1973,0370121
Psychiatry and clinical neurosciences.,Psychiatry Clin Neurosci,1323-1316,1440-1819,Australia,Neurology; Psychiatry,1995,9513551
Psychiatry research. Neuroimaging.,Psychiatry Res Neuroimaging,0925-4927,1872-7506,Netherlands,Diagnostic Imaging; Neurology; Psychiatry,1990,101723001
Psychoneuroendocrinology.,Psychoneuroendocrinology,0306-4530,1873-3360,England,Endocrinology; Neurology; Psychiatry,1975,7612148
Psychophysiology.,Psychophysiology,0048-5772,1469-8986,United States,Psychophysiology,1964,0142657
Purinergic signalling.,Purinergic Signal,1573-9538,1573-9546,Netherlands,Biochemistry; Neurology,2004,101250499
Regional anesthesia and pain medicine.,Reg Anesth Pain Med,1098-7339,1532-8651,England,Anesthesiology; Neurology; Psychophysiology,1998,9804508
Restorative neurology and neuroscience.,Restor Neurol Neurosci,0922-6028,1878-3627,United States,Neurology,1989,9005499
Reviews in the neurosciences.,Rev Neurosci,0334-1763,2191-0200,Germany,Neurology,1986,8711016
Revista de neurologia.,Rev Neurol,0210-0010,1576-6578,Singapore,Neurology,1972,7706841
Revue neurologique.,Rev Neurol (Paris),0035-3787,,France,Neurology,1893,2984779R
Scandinavian journal of pain.,Scand J Pain,1877-8860,1877-8879,Germany,Psychophysiology,2009,101520867
Seizure.,Seizure,1059-1311,1532-2688,England,Neurology,1992,9306979
Seminars in neurology.,Semin Neurol,0271-8235,1098-9021,United States,Neurology,1981,8111343
Seminars in pediatric neurology.,Semin Pediatr Neurol,1071-9091,1558-0776,United States,Neurology; Pediatrics,1994,9441351
Sleep & breathing = Schlaf & Atmung.,Sleep Breath,1520-9512,1522-1709,Germany,Psychophysiology; Pulmonary Medicine,1996,9804161
Sleep health.,Sleep Health,2352-7218,2352-7226,United States,Psychophysiology,2015,101656808
Sleep medicine clinics.,Sleep Med Clin,1556-407X,1556-4088,United States,Psychophysiology,2006,101271531
Sleep medicine reviews.,Sleep Med Rev,1087-0792,1532-2955,England,Neurology; Psychophysiology,1997,9804678
Sleep medicine.,Sleep Med,1389-9457,1878-5506,Netherlands,Neurology; Psychophysiology,2000,100898759
Sleep.,Sleep,0161-8105,1550-9109,United States,Psychophysiology,1978,7809084
Social cognitive and affective neuroscience.,Soc Cogn Affect Neurosci,1749-5016,1749-5024,England,Neurology; Social Sciences,2006,101288795
Social neuroscience.,Soc Neurosci,1747-0919,1747-0927,England,Neurology; Social Sciences,2006,101279009
Somatosensory & motor research.,Somatosens Mot Res,0899-0220,1369-1651,England,Neurology; Psychophysiology,1988,8904127
Spinal cord series and cases.,Spinal Cord Ser Cases,,2058-6124,England,Neurology,2015,101680856
Spinal cord.,Spinal Cord,1362-4393,1476-5624,England,Neurology,1996,9609749
Stereotactic and functional neurosurgery.,Stereotact Funct Neurosurg,1011-6125,1423-0372,Switzerland,Neurosurgery,1989,8902881
Stress : the international journal on the biology of stress.,Stress,1025-3890,1607-8888,England,Neurology,1996,9617529
Stroke and vascular neurology.,Stroke Vasc Neurol,2059-8688,2059-8696,England,Neurology; Vascular Diseases,2016,101689996
Stroke.,Stroke,0039-2499,1524-4628,United States,Brain; Vascular Diseases,1970,0235266
Synapse.,Synapse,0887-4476,1098-2396,United States,Neurology,1987,8806914
The Behavioral and brain sciences.,Behav Brain Sci,0140-525X,1469-1825,England,Behavioral Sciences; Brain; Neurology; Psychology,1978,7808666
The Canadian journal of neurological sciences. Le journal canadien des sciences neurologiques.,Can J Neurol Sci,0317-1671,,England,Neurology,1974,0415227
The Clinical journal of pain.,Clin J Pain,0749-8047,1536-5409,United States,Neurology; Psychophysiology,1985,8507389
The Clinical neuropsychologist.,Clin Neuropsychol,1385-4046,1744-4144,England,Neurology; Psychology,1987,8806548
The European journal of neuroscience.,Eur J Neurosci,0953-816X,1460-9568,France,Neurology,1989,8918110
The International journal of neuroscience.,Int J Neurosci,0020-7454,1563-5279,England,Neurology,1970,0270707
The Journal of comparative neurology.,J Comp Neurol,0021-9967,1096-9861,United States,Neurology,1911,0406041
The Journal of nervous and mental disease.,J Nerv Ment Dis,0022-3018,1539-736X,United States,Neurology; Psychiatry,1876,0375402
The Journal of neuropsychiatry and clinical neurosciences.,J Neuropsychiatry Clin Neurosci,0895-0172,1545-7222,United States,Neurology; Psychiatry,1989,8911344
The Journal of neuroscience : the official journal of the Society for Neuroscience.,J Neurosci,0270-6474,1529-2401,United States,Neurology,1981,8102140
The Journal of neuroscience nursing : journal of the American Association of Neuroscience Nurses.,J Neurosci Nurs,0888-0395,1945-2810,United States,Neurology; Neurosurgery; Nursing,1986,8603596
The Lancet. Neurology.,Lancet Neurol,1474-4422,1474-4465,England,Neurology,2002,101139309
The Neurodiagnostic journal.,Neurodiagn J,2164-6821,2375-8627,United States,Neurology,2012,101573167
"The Neuroscientist : a review journal bringing neurobiology, neurology and psychiatry.",Neuroscientist,1073-8584,1089-4098,United States,Neurology; Psychiatry,1995,9504819
The cerebellum.,Cerebellum,1473-4222,1473-4230,United States,Brain,2002,101089443
The international journal of neuropsychopharmacology,Int J Neuropsychopharmacol,1461-1457,1469-5111,England,Neurology; Psychopharmacology,1998,9815893
The journal of ECT.,J ECT,1095-0680,1533-4112,United States,Neurology; Therapeutics,1998,9808943
The journal of headache and pain.,J Headache Pain,1129-2369,1129-2377,England,Neurology; Psychophysiology,2000,100940562
The journal of pain.,J Pain,1526-5900,1528-8447,United States,Neurology; Psychophysiology,2000,100898657
The journal of prevention of Alzheimer's disease.,J Prev Alzheimers Dis,2274-5807,2426-0266,United States,Neurology,2014,101638820
The journal of spinal cord medicine.,J Spinal Cord Med,1079-0268,2045-7723,England,Neurology; Physical and Rehabilitation Medicine,1995,9504452
The neurologist.,Neurologist,1074-7931,2331-2637,United States,Neurology,1995,9503763
The neuroradiology journal.,Neuroradiol J,1971-4009,2385-1996,United States,Neurology; Radiology,2006,101295103
The primary care companion for CNS disorders.,Prim Care Companion CNS Disord,2155-7772,2155-7780,United States,Neurology; Primary Health Care; Psychiatry; Psychophysiology,2010,101547532
The quarterly journal of experimental psychology : QJEP.,Q J Exp Psychol (Hove),1747-0218,1747-0226,England,Psychology; Psychophysiology,2006,101259775
Translational neurodegeneration.,Transl Neurodegener,,2047-9158,England,Neurology,2012,101591861
Translational stroke research.,Transl Stroke Res,1868-4483,1868-601X,United States,Brain; Vascular Diseases,2010,101517297
Tremor and other hyperkinetic movements.,Tremor Other Hyperkinet Mov (N Y),,2160-8288,England,Neurology,2011,101569493
Trends in neuroscience and education.,Trends Neurosci Educ,2452-0837,2211-9493,Germany,Neurology,2012,101613233
Trends in neurosciences.,Trends Neurosci,0166-2236,1878-108X,England,Neurology,1978,7808616
Turkish neurosurgery.,Turk Neurosurg,1019-5149,2651-5032,Turkey,Neurosurgery,1989,9423821
Visual neuroscience.,Vis Neurosci,0952-5238,1469-8714,China,Neurology; Ophthalmology,1988,8809466
World neurosurgery.,World Neurosurg,1878-8750,1878-8769,United States,Neurosurgery,2010,101528275
Zeitschrift für Psychosomatische Medizin und Psychotherapie.,Z Psychosom Med Psychother,1438-3608,2196-8349,Germany,Psychiatry; Psychophysiology,1999,100886617
Zhurnal nevrologii i psikhiatrii imeni S.S. Korsakova,Zh Nevrol Psikhiatr Im S S Korsakova,1997-7298,2309-4729,Russia (Federation),Neurology; Psychiatry,1993,9712194
Zhurnal voprosy neĭrokhirurgii imeni N. N. Burdenko.,Zh Vopr Neirokhir Im N N Burdenko,0042-8817,2309-1681,Russia (Federation),Neurosurgery,1977,7809757
eNeuro.,eNeuro,,2373-2822,United States,Brain; Neurology,2014,101647362
